@RELATION prepare_to_blurring

@ATTRIBUTE liquid_volume_hl numeric
@ATTRIBUTE time_s numeric
@ATTRIBUTE temp_C numeric
@ATTRIBUTE energy_kWh numeric
@ATTRIBUTE gas_m3 numeric

@DATA
231.998,116,0.054,1.447,0.15580
231.998,117,0.054,1.447,0.15580
231.998,118,0.054,1.447,0.15580
231.998,119,0.054,1.447,0.15580
231.998,120,0.054,1.447,0.15580
231.998,121,0.054,1.447,0.15580
231.998,122,0.054,1.447,0.15580
231.998,123,0.054,1.447,0.15580
231.998,124,0.054,1.447,0.15580
231.998,125,0.054,1.447,0.15580
231.998,126,0.054,1.447,0.15580
231.998,127,0.054,1.447,0.15580
231.998,128,0.054,1.447,0.15580
231.998,129,0.054,1.447,0.15580
231.998,130,0.054,1.447,0.15580
231.998,131,0.054,1.447,0.15580
231.998,132,0.054,1.447,0.15580
231.998,133,0.054,1.447,0.15580
231.998,134,0.054,1.447,0.15580
231.998,135,0.054,1.447,0.15580
231.998,136,0.054,1.447,0.15580
231.998,137,0.054,1.447,0.15580
231.998,138,0.054,1.447,0.15580
231.998,139,0.054,1.447,0.15580
231.998,140,0.054,1.447,0.15580
231.998,141,0.054,1.447,0.15580
231.998,142,0.054,1.447,0.15580
231.998,143,0.054,1.447,0.15580
231.998,144,0.054,1.447,0.15580
231.998,145,0.054,1.447,0.15580
231.998,146,0.054,1.447,0.15580
231.998,147,0.054,1.447,0.15580
231.998,148,0.054,1.447,0.15580
231.998,149,0.054,1.447,0.15580
231.998,150,0.054,1.447,0.15580
231.997,151,0.054,1.447,0.15580
231.997,152,0.054,1.447,0.15580
231.997,153,0.054,1.447,0.15580
231.997,154,0.054,1.447,0.15580
231.997,155,0.054,1.447,0.15580
231.997,156,0.054,1.447,0.15580
231.997,157,0.054,1.447,0.15580
231.997,158,0.054,1.447,0.15580
231.997,159,0.054,1.447,0.15580
231.997,160,0.054,1.447,0.15580
231.997,161,0.054,1.447,0.15580
231.997,162,0.054,1.447,0.15580
231.997,163,0.054,1.447,0.15580
231.997,164,0.054,1.447,0.15580
231.997,165,0.054,1.447,0.15580
231.997,166,0.054,1.447,0.15580
231.997,167,0.054,1.447,0.15580
231.997,168,0.054,1.447,0.15580
231.997,169,0.054,1.447,0.15580
231.997,170,0.054,1.447,0.15580
231.997,171,0.054,1.447,0.15580
231.997,172,0.054,1.447,0.15580
231.997,173,0.054,1.447,0.15580
231.997,174,0.054,1.447,0.15580
231.997,175,0.054,1.447,0.15580
231.997,176,0.054,1.447,0.15580
231.997,177,0.054,1.447,0.15580
231.997,178,0.054,1.447,0.15580
231.997,179,0.054,1.447,0.15580
231.997,180,0.054,1.447,0.15580
231.997,181,0.054,1.447,0.15580
231.997,182,0.054,1.447,0.15580
231.997,183,0.054,1.447,0.15580
231.997,184,0.054,1.447,0.15580
231.997,185,0.054,1.447,0.15580
231.997,186,0.054,1.447,0.15580
231.997,187,0.054,1.447,0.15580
231.997,188,0.054,1.447,0.15580
231.997,189,0.054,1.447,0.15580
231.997,190,0.054,1.447,0.15580
231.997,191,0.054,1.447,0.15580
231.997,192,0.054,1.447,0.15580
231.997,193,0.054,1.447,0.15580
231.997,194,0.054,1.447,0.15580
231.997,195,0.054,1.447,0.15580
231.997,196,0.054,1.447,0.15580
231.997,197,0.054,1.447,0.15580
231.997,198,0.054,1.447,0.15580
231.997,199,0.054,1.447,0.15580
231.997,200,0.054,1.447,0.15580
231.997,201,0.054,1.447,0.15580
231.997,202,0.054,1.447,0.15580
231.997,203,0.054,1.447,0.15580
231.997,204,0.054,1.447,0.15580
231.997,205,0.054,1.447,0.15580
231.997,206,0.054,1.447,0.15580
231.997,207,0.054,1.447,0.15580
231.997,208,0.054,1.447,0.15580
231.997,209,0.054,1.447,0.15580
231.997,210,0.054,1.447,0.15580
231.996,211,0.054,1.447,0.15580
231.996,212,0.054,1.447,0.15580
231.996,213,0.054,1.447,0.15580
231.996,214,0.054,1.447,0.15580
231.996,215,0.054,1.447,0.15580
231.996,216,0.054,1.447,0.15580
231.996,217,0.054,1.447,0.15580
231.996,218,0.054,1.447,0.15580
231.996,219,0.054,1.447,0.15580
231.996,220,0.054,1.447,0.15580
231.996,221,0.054,1.447,0.15580
231.996,222,0.054,1.447,0.15580
231.996,223,0.054,1.447,0.15580
231.996,224,0.054,1.447,0.15580
231.996,225,0.054,1.447,0.15580
231.996,226,0.054,1.447,0.15580
231.996,227,0.054,1.447,0.15580
231.996,228,0.054,1.447,0.15580
231.996,229,0.054,1.447,0.15580
231.996,230,0.054,1.447,0.15580
231.996,231,0.054,1.447,0.15580
231.996,232,0.054,1.447,0.15580
231.996,233,0.054,1.447,0.15580
231.996,234,0.054,1.447,0.15580
231.996,235,0.054,1.447,0.15580
231.996,236,0.054,1.447,0.15580
231.996,237,0.054,1.447,0.15580
231.996,238,0.054,1.447,0.15580
231.996,239,0.054,1.447,0.15580
231.996,240,0.054,1.447,0.15580
231.996,241,0.054,1.447,0.15580
231.996,242,0.054,1.447,0.15580
231.996,243,0.054,1.447,0.15580
231.996,244,0.054,1.447,0.15580
231.996,245,0.054,1.447,0.15580
231.996,246,0.054,1.447,0.15580
231.996,247,0.054,1.447,0.15580
231.996,248,0.054,1.447,0.15580
231.996,249,0.054,1.447,0.15580
231.996,250,0.054,1.447,0.15580
231.996,251,0.054,1.447,0.15580
231.996,252,0.054,1.447,0.15580
231.996,253,0.054,1.447,0.15580
231.996,254,0.054,1.447,0.15580
231.996,255,0.054,1.447,0.15580
231.996,256,0.054,1.447,0.15580
231.996,257,0.054,1.447,0.15580
231.996,258,0.054,1.447,0.15580
231.996,259,0.054,1.447,0.15580
231.996,260,0.054,1.447,0.15580
231.996,261,0.054,1.447,0.15580
231.996,262,0.054,1.447,0.15580
231.996,263,0.054,1.447,0.15580
231.996,264,0.054,1.447,0.15580
231.996,265,0.054,1.447,0.15580
231.996,266,0.054,1.447,0.15580
231.996,267,0.054,1.447,0.15580
231.996,268,0.054,1.447,0.15580
231.996,269,0.054,1.447,0.15580
231.996,270,0.054,1.447,0.15580
231.995,271,0.054,1.447,0.15580
231.995,272,0.054,1.447,0.15580
231.995,273,0.054,1.447,0.15580
231.995,274,0.054,1.447,0.15580
231.995,275,0.054,1.447,0.15580
231.995,276,0.054,1.447,0.15580
231.995,277,0.054,1.447,0.15580
231.995,278,0.054,1.447,0.15580
231.995,279,0.054,1.447,0.15580
231.995,280,0.054,1.447,0.15580
231.995,281,0.054,1.447,0.15580
231.995,282,0.054,1.447,0.15580
231.995,283,0.054,1.447,0.15580
231.995,284,0.054,1.447,0.15580
231.995,285,0.054,1.447,0.15580
231.995,286,0.054,1.447,0.15580
231.995,287,0.054,1.447,0.15580
231.995,288,0.054,1.447,0.15580
231.995,289,0.054,1.447,0.15580
231.995,290,0.054,1.447,0.15580
231.995,291,0.054,1.447,0.15580
231.995,292,0.054,1.447,0.15580
231.995,293,0.054,1.447,0.15580
231.995,294,0.054,1.447,0.15580
231.995,295,0.054,1.447,0.15580
231.995,296,0.054,1.447,0.15580
231.995,297,0.054,1.447,0.15580
231.995,298,0.054,1.447,0.15580
231.995,299,0.054,1.447,0.15580
231.995,300,0.054,1.447,0.15580
231.995,301,0.054,1.447,0.15580
231.995,302,0.054,1.447,0.15580
231.995,303,0.054,1.447,0.15580
231.995,304,0.054,1.447,0.15580
231.995,305,0.054,1.447,0.15580
231.995,306,0.054,1.447,0.15580
231.995,307,0.054,1.447,0.15580
231.995,308,0.054,1.447,0.15580
231.995,309,0.054,1.447,0.15580
231.995,310,0.054,1.447,0.15580
231.995,311,0.054,1.447,0.15580
231.995,312,0.054,1.447,0.15580
231.995,313,0.054,1.447,0.15580
231.995,314,0.054,1.447,0.15580
231.995,315,0.054,1.447,0.15580
231.995,316,0.054,1.447,0.15580
231.995,317,0.054,1.447,0.15580
231.995,318,0.054,1.447,0.15580
231.995,319,0.054,1.447,0.15580
231.995,320,0.054,1.447,0.15580
231.995,321,0.054,1.447,0.15580
231.995,322,0.054,1.447,0.15580
231.995,323,0.054,1.447,0.15580
231.995,324,0.054,1.447,0.15580
231.995,325,0.054,1.447,0.15580
231.995,326,0.054,1.447,0.15580
231.995,327,0.054,1.447,0.15580
231.995,328,0.054,1.447,0.15580
231.995,329,0.054,1.447,0.15580
231.995,330,0.054,1.447,0.15580
231.994,331,0.054,1.447,0.15580
231.994,332,0.054,1.447,0.15580
231.994,333,0.054,1.447,0.15580
231.994,334,0.054,1.447,0.15580
231.994,335,0.054,1.447,0.15580
231.994,336,0.054,1.447,0.15580
231.994,337,0.054,1.447,0.15580
231.994,338,0.054,1.447,0.15580
231.994,339,0.054,1.447,0.15580
231.994,340,0.054,1.447,0.15580
231.994,341,0.054,1.447,0.15580
231.994,342,0.054,1.447,0.15580
231.994,343,0.054,1.447,0.15580
231.994,344,0.054,1.447,0.15580
231.994,345,0.054,1.447,0.15580
231.994,346,0.054,1.447,0.15580
231.994,347,0.054,1.447,0.15580
231.994,348,0.054,1.447,0.15580
231.994,349,0.054,1.447,0.15580
231.994,350,0.054,1.447,0.15580
231.994,351,0.054,1.447,0.15580
231.994,352,0.054,1.447,0.15580
231.994,353,0.054,1.447,0.15580
231.994,354,0.054,1.447,0.15580
231.994,355,0.054,1.447,0.15580
231.994,356,0.054,1.447,0.15580
231.994,357,0.054,1.447,0.15580
231.994,358,0.054,1.447,0.15580
231.994,359,0.054,1.447,0.15580
231.994,360,0.054,1.447,0.15580
231.994,361,0.054,1.447,0.15580
231.994,362,0.054,1.447,0.15580
231.994,363,0.054,1.447,0.15580
231.994,364,0.054,1.447,0.15580
231.994,365,0.054,1.447,0.15580
231.994,366,0.054,1.447,0.15580
231.994,367,0.054,1.447,0.15580
231.994,368,0.054,1.447,0.15580
231.994,369,0.054,1.447,0.15580
231.994,370,0.054,1.447,0.15580
231.994,371,0.054,1.447,0.15580
231.994,372,0.054,1.447,0.15580
231.994,373,0.054,1.447,0.15580
231.994,374,0.054,1.447,0.15580
231.994,375,0.054,1.447,0.15580
231.994,376,0.054,1.447,0.15580
231.994,377,0.054,1.447,0.15580
231.994,378,0.054,1.447,0.15580
231.994,379,0.054,1.447,0.15580
231.994,380,0.054,1.447,0.15580
231.994,381,0.054,1.447,0.15580
231.994,382,0.054,1.447,0.15580
231.994,383,0.054,1.447,0.15580
231.994,384,0.054,1.447,0.15580
231.994,385,0.054,1.447,0.15580
231.994,386,0.054,1.447,0.15580
231.994,387,0.054,1.447,0.15580
231.994,388,0.054,1.447,0.15580
231.994,389,0.054,1.447,0.15580
231.994,390,0.054,1.447,0.15580
231.993,391,0.054,1.447,0.15580
231.993,392,0.054,1.447,0.15580
231.993,393,0.054,1.447,0.15580
231.993,394,0.054,1.447,0.15580
231.993,395,0.054,1.447,0.15580
231.993,396,0.054,1.447,0.15580
231.993,397,0.054,1.447,0.15580
231.993,398,0.054,1.447,0.15580
231.993,399,0.054,1.447,0.15580
231.993,400,0.054,1.447,0.15580
231.993,401,0.054,1.447,0.15580
231.993,402,0.054,1.447,0.15580
231.993,403,0.054,1.447,0.15580
231.993,404,0.054,1.447,0.15580
231.993,405,0.054,1.447,0.15580
231.993,406,0.054,1.447,0.15580
231.993,407,0.054,1.447,0.15580
231.993,408,0.054,1.447,0.15580
231.993,409,0.054,1.447,0.15580
231.993,410,0.054,1.447,0.15580
231.993,411,0.054,1.447,0.15580
231.993,412,0.054,1.447,0.15580
231.993,413,0.054,1.447,0.15580
231.993,414,0.054,1.447,0.15580
231.993,415,0.054,1.447,0.15580
231.993,416,0.054,1.447,0.15580
231.993,417,0.054,1.447,0.15580
231.993,418,0.054,1.447,0.15580
231.993,419,0.054,1.447,0.15580
231.993,420,0.054,1.447,0.15580
231.993,421,0.054,1.447,0.15580
231.993,422,0.054,1.447,0.15580
231.993,423,0.054,1.447,0.15580
231.993,424,0.054,1.447,0.15580
231.993,425,0.054,1.447,0.15580
231.993,426,0.054,1.447,0.15580
231.993,427,0.054,1.447,0.15580
231.993,428,0.054,1.447,0.15580
231.993,429,0.054,1.447,0.15580
231.993,430,0.054,1.447,0.15580
231.993,431,0.054,1.447,0.15580
231.993,432,0.054,1.447,0.15580
231.993,433,0.054,1.447,0.15580
231.993,434,0.054,1.447,0.15580
231.993,435,0.054,1.447,0.15580
231.993,436,0.054,1.447,0.15580
231.993,437,0.054,1.447,0.15580
231.993,438,0.054,1.447,0.15580
231.993,439,0.054,1.447,0.15580
231.993,440,0.054,1.447,0.15580
231.993,441,0.054,1.447,0.15580
231.993,442,0.054,1.447,0.15580
231.993,443,0.054,1.447,0.15580
231.993,444,0.054,1.447,0.15580
231.993,445,0.054,1.447,0.15580
231.993,446,0.054,1.447,0.15580
231.993,447,0.054,1.447,0.15580
231.993,448,0.054,1.447,0.15580
231.993,449,0.054,1.447,0.15580
231.993,450,0.054,1.447,0.15580
231.992,451,0.054,1.447,0.15580
231.992,452,0.054,1.447,0.15580
231.992,453,0.054,1.447,0.15580
231.992,454,0.054,1.447,0.15580
231.992,455,0.054,1.447,0.15580
231.992,456,0.054,1.447,0.15580
231.992,457,0.054,1.447,0.15580
231.992,458,0.054,1.447,0.15580
231.992,459,0.054,1.447,0.15580
231.992,460,0.054,1.447,0.15580
231.992,461,0.054,1.447,0.15580
231.992,462,0.054,1.447,0.15580
231.992,463,0.054,1.447,0.15580
231.992,464,0.054,1.447,0.15580
231.992,465,0.054,1.447,0.15580
231.992,466,0.054,1.447,0.15580
231.992,467,0.054,1.447,0.15580
231.992,468,0.054,1.447,0.15580
231.992,469,0.054,1.447,0.15580
231.992,470,0.054,1.447,0.15580
231.992,471,0.054,1.447,0.15580
231.992,472,0.054,1.447,0.15580
231.992,473,0.054,1.447,0.15580
231.992,474,0.054,1.447,0.15580
231.992,475,0.054,1.447,0.15580
231.992,476,0.054,1.447,0.15580
231.992,477,0.054,1.447,0.15580
231.992,478,0.054,1.447,0.15580
231.992,479,0.054,1.447,0.15580
231.992,480,0.054,1.447,0.15580
231.992,481,0.054,1.447,0.15580
231.992,482,0.054,1.447,0.15580
231.992,483,0.054,1.447,0.15580
231.992,484,0.054,1.447,0.15580
231.992,485,0.054,1.447,0.15580
231.992,486,0.054,1.447,0.15580
231.992,487,0.054,1.447,0.15580
231.992,488,0.054,1.447,0.15580
231.992,489,0.054,1.447,0.15580
231.992,490,0.054,1.447,0.15580
231.992,491,0.054,1.447,0.15580
231.992,492,0.054,1.447,0.15580
231.992,493,0.054,1.447,0.15580
231.992,494,0.054,1.447,0.15580
231.992,495,0.054,1.447,0.15580
231.992,496,0.054,1.447,0.15580
231.992,497,0.054,1.447,0.15580
231.992,498,0.054,1.447,0.15580
231.992,499,0.054,1.447,0.15580
231.992,500,0.054,1.447,0.15580
231.992,501,0.054,1.447,0.15580
231.992,502,0.054,1.447,0.15580
231.992,503,0.054,1.447,0.15580
231.992,504,0.054,1.447,0.15580
231.992,505,0.054,1.447,0.15580
231.992,506,0.054,1.447,0.15580
231.992,507,0.054,1.447,0.15580
231.992,508,0.054,1.447,0.15580
231.992,509,0.054,1.447,0.15580
231.992,510,0.054,1.447,0.15580
231.991,511,0.054,1.447,0.15580
231.991,512,0.054,1.447,0.15580
231.991,513,0.054,1.447,0.15580
231.991,514,0.054,1.447,0.15580
231.991,515,0.054,1.447,0.15580
231.991,516,0.054,1.447,0.15580
231.991,517,0.054,1.447,0.15580
231.991,518,0.054,1.447,0.15580
231.991,519,0.054,1.447,0.15580
231.991,520,0.054,1.447,0.15580
231.991,521,0.054,1.447,0.15580
231.991,522,0.054,1.447,0.15580
231.991,523,0.054,1.447,0.15580
231.991,524,0.054,1.447,0.15580
231.991,525,0.054,1.447,0.15580
231.991,526,0.054,1.447,0.15580
231.991,527,0.054,1.447,0.15580
231.991,528,0.054,1.447,0.15580
231.991,529,0.054,1.447,0.15580
231.991,530,0.054,1.447,0.15580
231.991,531,0.054,1.447,0.15580
231.991,532,0.054,1.447,0.15580
231.991,533,0.054,1.447,0.15580
231.991,534,0.054,1.447,0.15580
231.991,535,0.054,1.447,0.15580
231.991,536,0.054,1.447,0.15580
231.991,537,0.054,1.447,0.15580
231.991,538,0.054,1.447,0.15580
231.991,539,0.054,1.447,0.15580
231.991,540,0.054,1.447,0.15580
231.991,541,0.054,1.447,0.15580
231.991,542,0.054,1.447,0.15580
231.991,543,0.054,1.447,0.15580
231.991,544,0.054,1.447,0.15580
231.991,545,0.054,1.447,0.15580
231.991,546,0.054,1.447,0.15580
231.991,547,0.054,1.447,0.15580
231.991,548,0.054,1.447,0.15580
231.991,549,0.054,1.447,0.15580
231.991,550,0.054,1.447,0.15580
231.991,551,0.054,1.447,0.15580
231.991,552,0.054,1.447,0.15580
231.991,553,0.054,1.447,0.15580
231.991,554,0.054,1.447,0.15580
231.991,555,0.054,1.447,0.15580
231.991,556,0.054,1.447,0.15580
231.991,557,0.054,1.447,0.15580
231.991,558,0.054,1.447,0.15580
231.991,559,0.054,1.447,0.15580
231.991,560,0.054,1.447,0.15580
231.991,561,0.054,1.447,0.15580
231.991,562,0.054,1.447,0.15580
231.991,563,0.054,1.447,0.15580
231.991,564,0.054,1.447,0.15580
231.991,565,0.054,1.447,0.15580
231.991,566,0.054,1.447,0.15580
231.991,567,0.054,1.447,0.15580
231.991,568,0.054,1.447,0.15580
231.991,569,0.054,1.447,0.15580
231.991,570,0.054,1.447,0.15580
231.990,571,0.054,1.447,0.15580
231.990,572,0.054,1.447,0.15580
231.990,573,0.054,1.447,0.15580
231.990,574,0.054,1.447,0.15580
231.990,575,0.054,1.447,0.15580
231.990,576,0.054,1.447,0.15580
231.990,577,0.054,1.447,0.15580
231.990,578,0.054,1.447,0.15580
231.990,579,0.054,1.447,0.15580
231.990,580,0.054,1.447,0.15580
231.990,581,0.054,1.447,0.15580
231.990,582,0.054,1.447,0.15580
231.990,583,0.054,1.447,0.15580
231.990,584,0.054,1.447,0.15580
231.990,585,0.054,1.447,0.15580
231.990,586,0.054,1.447,0.15580
231.990,587,0.054,1.447,0.15580
231.990,588,0.054,1.447,0.15580
231.990,589,0.054,1.447,0.15580
231.990,590,0.054,1.447,0.15580
231.990,591,0.054,1.447,0.15580
231.990,592,0.054,1.447,0.15580
231.990,593,0.054,1.447,0.15580
231.990,594,0.054,1.447,0.15580
231.990,595,0.054,1.447,0.15580
231.990,596,0.054,1.447,0.15580
231.990,597,0.054,1.447,0.15580
231.990,598,0.054,1.447,0.15580
231.990,599,0.054,1.447,0.15580
231.990,600,0.054,1.447,0.15580
231.990,601,0.054,1.447,0.15580
231.990,602,0.054,1.447,0.15580
231.990,603,0.054,1.447,0.15580
231.990,604,0.054,1.447,0.15580
231.990,605,0.054,1.447,0.15580
231.990,606,0.054,1.447,0.15580
231.990,607,0.054,1.447,0.15580
231.990,608,0.054,1.447,0.15580
231.990,609,0.054,1.447,0.15580
231.990,610,0.054,1.447,0.15580
231.990,611,0.054,1.447,0.15580
231.990,612,0.054,1.447,0.15580
231.990,613,0.054,1.447,0.15580
231.990,614,0.054,1.447,0.15580
231.990,615,0.054,1.447,0.15580
231.990,616,0.054,1.447,0.15580
231.990,617,0.054,1.447,0.15580
231.990,618,0.054,1.447,0.15580
231.990,619,0.054,1.447,0.15580
231.990,620,0.054,1.447,0.15580
231.990,621,0.054,1.447,0.15580
231.990,622,0.054,1.447,0.15580
231.990,623,0.054,1.447,0.15580
231.990,624,0.054,1.447,0.15580
231.990,625,0.054,1.447,0.15580
231.990,626,0.054,1.447,0.15580
231.990,627,0.054,1.447,0.15580
231.990,628,0.054,1.447,0.15580
231.990,629,0.054,1.447,0.15580
231.990,630,0.054,1.447,0.15580
231.989,631,0.054,1.447,0.15580
231.989,632,0.054,1.447,0.15580
231.989,633,0.054,1.447,0.15580
231.989,634,0.054,1.447,0.15580
231.989,635,0.054,1.447,0.15580
231.989,636,0.054,1.447,0.15580
231.989,637,0.054,1.447,0.15580
231.989,638,0.054,1.447,0.15580
231.989,639,0.054,1.447,0.15580
231.989,640,0.054,1.447,0.15580
231.989,641,0.054,1.447,0.15580
231.989,642,0.054,1.447,0.15580
231.989,643,0.054,1.447,0.15580
231.989,644,0.054,1.447,0.15580
231.989,645,0.054,1.447,0.15580
231.989,646,0.054,1.447,0.15580
231.989,647,0.054,1.447,0.15580
231.989,648,0.054,1.447,0.15580
231.989,649,0.054,1.447,0.15580
231.989,650,0.054,1.447,0.15580
231.989,651,0.054,1.447,0.15580
231.989,652,0.054,1.447,0.15580
231.989,653,0.054,1.447,0.15580
231.989,654,0.054,1.447,0.15580
231.989,655,0.054,1.447,0.15580
231.989,656,0.054,1.447,0.15580
231.989,657,0.054,1.447,0.15580
231.989,658,0.054,1.447,0.15580
231.989,659,0.054,1.447,0.15580
231.989,660,0.054,1.447,0.15580
231.989,661,0.054,1.447,0.15580
231.989,662,0.054,1.447,0.15580
231.989,663,0.054,1.447,0.15580
231.989,664,0.054,1.447,0.15580
231.989,665,0.054,1.447,0.15580
231.989,666,0.054,1.447,0.15580
231.989,667,0.054,1.447,0.15580
231.989,668,0.054,1.447,0.15580
231.989,669,0.054,1.447,0.15580
231.989,670,0.054,1.447,0.15580
231.989,671,0.054,1.447,0.15580
231.989,672,0.054,1.447,0.15580
231.989,673,0.054,1.447,0.15580
231.989,674,0.054,1.447,0.15580
231.989,675,0.054,1.447,0.15580
231.989,676,0.054,1.447,0.15580
231.989,677,0.054,1.447,0.15580
231.989,678,0.054,1.447,0.15580
231.989,679,0.054,1.447,0.15580
231.989,680,0.054,1.447,0.15580
231.989,681,0.054,1.447,0.15580
231.989,682,0.054,1.447,0.15580
231.989,683,0.054,1.447,0.15580
231.989,684,0.054,1.447,0.15580
231.989,685,0.054,1.447,0.15580
231.989,686,0.054,1.447,0.15580
231.989,687,0.054,1.447,0.15580
231.989,688,0.054,1.447,0.15580
231.989,689,0.054,1.447,0.15580
231.989,690,0.054,1.447,0.15580
231.988,691,0.054,1.447,0.15580
231.988,692,0.054,1.447,0.15580
231.988,693,0.054,1.447,0.15580
231.988,694,0.054,1.447,0.15580
231.988,695,0.054,1.447,0.15580
231.988,696,0.054,1.447,0.15580
231.988,697,0.054,1.447,0.15580
231.988,698,0.054,1.447,0.15580
231.988,699,0.054,1.447,0.15580
231.988,700,0.054,1.447,0.15580
231.988,701,0.054,1.447,0.15580
231.988,702,0.054,1.447,0.15580
231.988,703,0.054,1.447,0.15580
231.988,704,0.054,1.447,0.15580
231.988,705,0.054,1.447,0.15580
231.988,706,0.054,1.447,0.15580
231.988,707,0.054,1.447,0.15580
231.988,708,0.054,1.447,0.15580
231.988,709,0.054,1.447,0.15580
231.988,710,0.054,1.447,0.15580
231.988,711,0.054,1.447,0.15580
231.988,712,0.054,1.447,0.15580
231.988,713,0.054,1.447,0.15580
231.988,714,0.054,1.447,0.15580
231.988,715,0.054,1.447,0.15580
231.988,716,0.054,1.447,0.15580
231.988,717,0.054,1.447,0.15580
231.988,718,0.054,1.447,0.15580
231.988,719,0.054,1.447,0.15580
231.988,720,0.054,1.447,0.15580
231.988,721,0.054,1.447,0.15580
231.988,722,0.054,1.447,0.15580
231.988,723,0.054,1.447,0.15580
231.988,724,0.054,1.447,0.15580
